IAA_Atual,IEG_Atual,IPS_Atual,IPP_Atual,IDA_Atual,Defasagem_Atual,IAA_A-1,IEG_A-1,IPS_A-1,IPP_A-1,IDA_A-1,Defasagem_A-1
8.0,9.6,3.77,6.875,7.5,0,10.0,8.7,7.5,4.19999999999999,7.8,-1.0
0.0,8.0,3.14,7.5,7.4,0,9.0,6.9,5.6,5.629999999999997,8.0,-2.0
9.5,7.8,7.52,7.291666667,7.5,1,9.5,9.2,5.6,5.745999999999998,9.0,-1.0
9.0,9.3,5.02,9.21875,8.0,0,9.5,9.1,7.5,5.877999999999988,7.8,-1.0
10.0,8.2,3.77,6.875,7.4,0,9.5,9.3,7.5,5.7979999999999965,9.0,-1.0
8.5,9.8,7.52,8.75,9.0,0,8.0,9.6,7.5,6.01600000000001,7.6,-1.0
8.0,9.8,7.52,6.458333333,7.9,0,7.5,8.9,7.5,5.061999999999999,5.0,-1.0
0.0,7.2,7.52,7.5,6.9,0,8.5,8.5,7.5,5.599999999999992,7.2,-2.0
10.0,8.7,5.02,9.53125,7.8,0,10.0,8.2,8.8,5.720000000000002,8.3,-2.0
9.5,10.0,7.52,8.4375,6.8,1,10.0,9.6,7.5,5.429999999999999,9.7,-1.0
7.9,7.4,7.52,9.0625,8.9,0,9.5,10.0,6.9,5.603999999999993,6.0,-1.0
0.0,9.5,3.14,5.625,5.4,0,8.5,8.7,4.4,5.625999999999989,4.9,-1.0
9.5,9.3,3.77,8.125,7.0,0,9.0,8.5,5.6,5.519999999999993,8.1,-1.0
9.5,9.1,3.77,7.916666667,7.8,1,8.0,8.9,6.3,5.596000000000001,9.2,0.0
0.0,8.0,3.77,6.875,7.2,1,8.0,9.1,5.6,5.525999999999991,7.2,0.0
7.9,8.1,3.14,8.28125,8.1,0,9.5,7.0,7.5,5.585999999999989,7.6,-2.0
10.0,9.1,3.14,7.8125,5.8,0,10.0,9.7,7.5,5.834000000000003,6.7,-3.0
8.5,7.9,7.52,8.90625,8.2,0,10.0,6.7,7.5,6.554000000000004,7.1,-1.0
9.0,8.5,6.27,5.833333333,6.9,0,9.5,9.3,7.5,5.49199999999999,7.1,-1.0
9.0,9.4,3.14,9.21875,8.4,1,9.0,8.6,7.5,5.7299999999999995,7.8,0.0
6.9,7.5,6.26,6.458333333,5.4,1,8.0,8.7,7.5,6.362000000000001,7.3,0.0
8.0,7.5,7.52,7.96875,6.8,0,6.8,8.1,7.5,6.012000000000001,4.0,-1.0
10.0,9.6,7.52,9.0625,8.5,0,9.0,10.0,7.5,6.03800000000001,8.0,0.0
9.0,9.2,7.52,8.90625,8.6,0,9.0,8.9,7.5,5.905999999999991,6.8,-1.0
8.5,8.4,7.52,8.28125,7.2,0,8.5,8.4,7.5,5.843999999999996,3.9,0.0
6.9,7.4,7.52,6.666666667,7.0,0,6.9,8.7,7.5,4.859999999999999,5.8,-1.0
9.0,8.6,3.77,8.28125,5.7,0,9.5,9.2,7.5,6.0840000000000005,7.3,0.0
9.0,9.9,6.27,9.6875,9.2,0,9.0,9.0,7.5,5.693999999999995,9.0,-1.0
10.0,9.5,7.52,8.125,7.3,0,9.5,10.0,7.5,6.499999999999999,8.2,-1.0
9.0,9.7,3.77,9.0625,9.7,0,9.0,9.2,7.5,5.906000000000004,7.9,-1.0
9.0,9.7,7.52,8.333333333,8.4,0,10.0,9.4,7.5,6.4000000000000075,8.2,-1.0
9.5,4.9,2.52,8.28125,5.2,0,9.0,7.4,7.5,5.559999999999996,6.8,-1.0
8.5,8.5,7.52,7.65625,6.0,0,9.5,9.0,7.5,5.447999999999995,1.8,-1.0
8.5,7.1,6.27,6.875,5.8,0,8.0,9.4,7.5,5.242000000000009,7.8,-1.0
7.9,9.8,2.52,7.65625,6.9,1,10.0,9.3,5.6,5.105999999999993,8.0,0.0
0.0,9.3,7.52,8.28125,6.3,1,8.0,7.7,7.5,5.4599999999999955,5.3,0.0
9.0,9.6,7.52,7.916666667,8.0,0,9.5,8.8,7.5,6.235999999999999,6.3,-1.0
0.0,9.2,7.52,8.28125,7.8,1,9.0,8.8,7.5,5.605999999999993,7.5,0.0
7.5,9.8,7.52,8.4375,7.9,0,10.0,8.9,7.5,5.459999999999991,8.3,-1.0
10.0,7.5,7.52,7.96875,6.2,0,7.8,9.6,7.5,5.6160000000000005,6.3,-1.0
9.0,9.8,6.27,7.083333333,5.5,0,9.5,9.3,7.5,5.585999999999995,5.4,-2.0
8.5,8.6,7.52,6.041666667,7.5,0,9.0,8.5,7.5,4.069999999999996,7.3,-2.0
0.0,8.3,5.64,8.333333333,9.0,0,8.5,8.0,6.9,6.111999999999997,7.3,-1.0
9.5,9.6,6.89,8.333333333,8.2,0,8.9,9.0,6.9,5.285999999999997,7.5,-1.0
8.0,9.5,7.52,8.333333333,8.5,0,8.5,9.0,7.5,5.789999999999995,5.8,-1.0
9.0,9.4,6.89,8.125,7.0,0,8.0,9.6,7.5,6.2099999999999955,7.8,0.0
7.5,9.8,7.52,9.583333333,8.9,0,10.0,9.3,7.5,5.995999999999997,9.6,-1.0
9.0,9.4,7.52,8.333333333,6.5,0,8.5,9.3,7.5,5.633999999999994,3.9,0.0
9.5,8.2,7.52,6.041666667,7.1,0,9.0,8.0,7.5,4.285999999999994,6.2,-1.0
9.0,8.5,6.27,8.125,7.3,0,8.5,8.1,7.5,5.993999999999997,2.0,-1.0
9.0,8.1,7.52,6.458333333,6.1,0,8.0,8.3,7.5,5.456000000000005,6.3,-2.0
9.5,9.6,5.64,8.333333333,8.3,0,8.0,9.6,7.5,5.625999999999998,7.8,-2.0
8.0,9.3,7.52,8.333333333,9.4,0,9.0,9.0,7.5,5.544000000000004,8.3,-1.0
9.0,8.5,7.52,7.916666667,8.8,0,9.0,8.6,7.5,5.585999999999999,8.4,-1.0
9.5,9.9,7.52,7.65625,6.4,0,10.0,9.0,7.5,5.6359999999999895,9.5,-2.0
0.0,8.1,7.52,7.083333333,7.4,0,9.0,8.9,7.5,5.3059999999999885,7.8,-2.0
6.3,9.7,3.77,7.291666667,6.5,1,8.5,8.6,7.5,6.127999999999993,7.4,-1.0
5.1,7.1,7.52,7.708333333,5.5,0,9.0,7.0,7.5,5.687999999999991,2.0,-1.0
9.5,8.9,7.52,8.28125,9.4,0,9.5,7.6,7.5,5.503999999999998,9.2,-1.0
10.0,9.4,7.52,7.916666667,7.5,0,9.0,10.0,7.5,6.043999999999992,7.0,0.0
10.0,9.5,7.52,7.708333333,8.5,0,10.0,9.2,7.5,5.624000000000004,8.8,-1.0
10.0,9.5,3.77,8.4375,7.4,0,10.0,9.5,7.5,5.643999999999993,7.8,-1.0
0.0,8.3,7.52,8.541666667,9.5,1,10.0,7.9,7.5,4.843999999999995,7.3,0.0
6.9,9.0,2.52,7.708333333,6.8,0,6.4,8.3,5.0,5.581999999999995,5.8,-1.0
6.4,7.5,2.52,5.416666667,3.6,0,9.5,8.7,5.0,4.421999999999997,6.5,-1.0
0.0,7.1,5.0,7.916666667,8.3,0,8.5,6.8,7.5,5.7179999999999875,5.7,-1.0
9.6,7.5,5.63,8.28125,6.9,1,9.2,6.4,7.5,6.943999999999996,3.3,0.0
8.5,9.9,5.0,9.166666667,9.5,1,7.5,9.7,7.5,6.9040000000000035,9.6,-1.0
7.9,7.9,2.52,8.541666667,5.8,1,7.9,8.2,7.5,6.115999999999999,7.7,-1.0
0.0,9.4,8.14,7.96875,6.2,1,10.0,9.1,7.5,5.951999999999999,7.0,0.0
0.0,7.2,2.52,8.75,5.7,0,9.0,7.9,5.0,5.865999999999993,5.6,-1.0
9.5,9.6,2.52,8.541666667,6.0,1,10.0,9.4,7.5,5.803999999999987,7.2,0.0
8.0,9.3,2.52,8.333333333,5.9,1,9.5,8.9,5.6,5.659999999999991,6.0,-1.0
9.6,8.6,2.52,7.03125,5.2,1,9.0,8.7,7.5,6.171999999999997,3.7,-1.0
9.5,9.7,2.52,8.541666667,7.5,1,9.0,9.6,5.6,6.333999999999991,8.3,0.0
9.5,10.0,2.52,8.75,7.7,1,9.5,9.8,7.5,7.035999999999998,7.8,-1.0
9.0,10.0,2.52,9.791666667,9.7,1,8.0,9.2,7.5,7.15,9.8,-1.0
4.1,9.0,2.52,6.875,6.6,0,6.9,9.5,7.5,6.573999999999995,7.7,-2.0
0.0,7.1,5.0,8.125,5.6,1,9.5,6.8,7.5,6.7019999999999875,6.0,0.0
8.5,8.5,5.0,8.125,6.7,1,9.0,9.4,7.5,6.309999999999998,7.5,-1.0
10.0,8.8,5.0,7.708333333,5.7,1,10.0,9.0,7.5,6.967999999999992,8.9,-1.0
6.4,9.2,2.52,8.333333333,8.9,0,0.0,9.4,5.0,6.357999999999999,9.1,-1.0
9.0,10.0,2.52,9.791666667,9.7,1,9.5,10.0,8.8,6.617999999999995,9.5,-1.0
9.5,9.8,5.0,8.75,8.8,0,10.0,9.9,7.5,6.156000000000006,8.0,-2.0
9.0,8.5,5.0,8.75,8.2,0,0.0,6.2,7.5,6.5619999999999985,4.0,-1.0
10.0,9.8,2.52,8.75,9.3,1,10.0,9.7,7.5,6.218000000000001,9.9,0.0
0.0,8.1,2.52,8.125,5.4,0,9.0,7.4,7.5,6.143999999999998,7.1,-2.0
0.0,7.3,2.52,7.34375,4.3,1,9.5,8.5,7.5,6.349999999999998,5.2,-1.0
6.4,8.6,2.52,8.333333333,7.5,1,8.0,7.4,7.5,6.337999999999995,4.5,-1.0
0.0,9.9,2.52,8.541666667,6.8,0,10.0,10.0,6.9,6.427999999999998,2.0,-1.0
0.0,9.6,2.52,9.166666667,8.9,0,9.0,8.2,7.5,5.976000000000005,6.5,0.0
8.5,8.1,2.52,8.958333333,8.6,0,9.0,8.2,7.5,6.114000000000002,9.2,-2.0
9.5,10.0,2.52,8.958333333,7.9,1,9.0,10.0,7.5,6.041999999999989,9.5,-1.0
9.5,10.0,2.52,8.75,8.7,1,8.5,10.0,7.5,5.899999999999994,8.8,-1.0
7.0,7.9,5.0,8.125,7.6,0,8.0,8.6,6.9,5.972000000000004,8.3,-3.0
7.8,9.4,5.0,6.458333333,6.0,0,9.0,8.5,5.0,4.289999999999992,4.3,-3.0
10.0,9.4,5.0,8.958333333,7.4,0,9.5,9.2,7.5,5.574000000000003,7.1,-1.0
9.5,9.7,5.0,8.75,6.3,0,8.0,9.8,6.3,5.476000000000005,6.5,-1.0
7.8,9.8,2.52,8.75,6.5,1,8.5,9.8,4.4,5.6659999999999995,6.5,-1.0
7.4,8.1,2.52,6.25,3.9,0,9.5,8.1,5.0,4.655999999999995,4.4,-2.0
0.0,8.4,6.89,7.34375,3.9,0,9.0,8.3,6.9,6.551999999999995,3.3,-1.0
8.8,9.0,6.89,7.03125,5.8,1,9.5,10.0,7.5,6.566000000000001,8.8,0.0
9.5,8.6,2.52,9.166666667,8.5,0,8.5,9.3,6.9,5.815999999999996,7.5,-1.0
9.5,9.8,5.0,8.541666667,6.6,0,9.5,9.9,7.5,6.521999999999988,8.2,-1.0
0.0,7.7,2.52,7.03125,6.7,0,8.0,7.9,5.0,6.2900000000000045,7.3,-1.0
0.0,6.8,2.52,6.875,3.0,0,7.0,8.2,7.5,6.264000000000003,3.7,-1.0
8.5,9.6,2.52,9.166666667,7.2,0,9.0,8.8,5.0,5.909999999999995,6.4,-1.0
0.0,8.2,2.52,8.75,8.2,0,8.0,8.9,7.5,6.427999999999998,3.5,0.0
7.9,8.8,2.52,7.34375,4.8,1,7.4,8.8,6.3,6.615999999999988,4.7,-1.0
8.5,9.6,2.52,7.916666667,5.9,0,9.0,9.0,7.5,6.469999999999998,4.3,-1.0
9.5,9.0,2.52,8.333333333,5.8,1,8.0,8.5,7.5,5.774000000000004,4.6,-1.0
9.0,9.4,5.0,8.125,5.6,1,9.0,9.2,7.5,5.596000000000001,5.1,-1.0
0.0,9.1,2.52,8.75,6.2,0,9.5,9.7,5.0,5.683999999999993,7.6,-1.0
10.0,8.2,5.0,9.375,8.9,1,10.0,8.4,7.5,6.573999999999991,9.4,-1.0
9.0,9.1,2.52,8.333333333,7.4,0,8.0,9.1,6.9,5.253999999999992,7.2,-2.0
7.4,8.6,2.52,7.916666667,4.7,0,8.5,7.5,5.6,4.223999999999997,6.8,-2.0
10.0,9.9,2.52,8.958333333,8.7,1,8.0,10.0,5.0,6.364000000000001,7.8,0.0
6.4,9.7,2.52,8.75,6.2,1,10.0,9.2,7.5,6.634000000000004,8.5,-1.0
10.0,4.1,5.0,8.541666667,4.0,0,9.0,6.9,7.5,6.052,4.8,0.0
0.0,9.9,5.0,8.541666667,7.9,0,9.0,9.5,7.5,6.675999999999999,5.4,0.0
0.0,8.5,2.52,8.541666667,8.7,0,8.0,9.0,7.5,6.550000000000011,8.0,-1.0
8.5,9.6,7.52,8.75,8.7,0,8.0,9.6,7.5,6.104000000000003,8.5,-1.0
9.0,9.4,7.52,8.333333333,6.3,0,8.5,9.4,7.5,5.894000000000004,7.1,-2.0
10.0,9.5,2.52,8.333333333,8.5,1,9.5,9.2,7.5,6.287999999999991,9.1,-1.0
0.0,8.2,3.77,8.75,9.3,1,8.5,9.3,7.5,6.793999999999986,7.8,-1.0
8.5,8.8,6.27,7.291666667,7.8,0,9.5,9.3,7.5,6.349999999999998,6.3,-1.0
7.5,9.3,2.52,7.916666667,7.8,0,9.0,9.6,5.0,5.973999999999999,5.7,0.0
0.0,7.8,7.52,6.666666667,4.4,0,8.5,10.0,7.5,6.4600000000000035,2.5,-1.0
0.0,9.2,5.02,8.125,6.2,0,8.9,8.3,7.5,5.733999999999995,6.7,-2.0
8.5,7.8,7.52,7.708333333,5.0,1,9.0,9.7,7.5,6.183999999999994,6.0,-1.0
7.9,8.5,3.77,8.333333333,6.8,0,8.0,9.7,7.5,6.083999999999992,3.3,-1.0
10.0,10.0,2.52,8.541666667,7.0,1,9.0,9.6,7.5,6.099999999999999,6.5,0.0
8.4,9.5,2.52,7.916666667,8.0,0,7.9,9.7,7.5,6.099999999999999,7.8,0.0
9.2,7.7,2.52,7.96875,3.0,0,7.5,8.0,7.5,6.405999999999998,4.8,-1.0
9.5,7.6,6.89,6.25,4.5,0,8.5,9.7,7.5,6.1479999999999935,3.3,-1.0
0.0,9.5,7.52,7.8125,6.5,1,8.0,9.3,7.5,6.605999999999989,5.9,-1.0
4.0,8.1,2.52,7.083333333,7.3,0,6.9,9.6,7.5,5.805999999999991,4.3,-1.0
6.2,9.2,3.77,7.916666667,7.6,1,8.0,8.5,5.6,5.854000000000004,8.4,-1.0
0.0,7.8,5.0,7.1875,3.3,0,9.5,9.1,7.5,6.2599999999999945,3.0,-1.0
10.0,9.6,7.52,8.75,8.1,0,10.0,9.7,7.5,5.976000000000005,8.6,-1.0
9.5,9.1,7.52,8.541666667,7.1,1,9.5,9.1,7.5,5.823999999999991,7.8,-1.0
9.0,9.3,7.52,8.125,7.5,1,9.0,9.0,7.5,6.41400000000001,8.8,-1.0
7.9,7.0,2.52,7.34375,4.1,1,9.0,9.3,4.4,6.197999999999992,5.5,-1.0
8.0,8.7,6.89,7.083333333,3.4,0,8.4,9.6,7.5,6.4360000000000035,2.3,-1.0
0.0,6.4,6.27,7.916666667,7.0,0,8.5,6.8,7.5,6.23599999999999,7.0,-2.0
9.5,9.5,7.52,7.916666667,6.1,1,10.0,9.3,7.5,5.935999999999995,5.6,-1.0
6.8,7.6,6.27,7.291666667,6.7,0,9.0,8.8,7.5,5.57399999999999,6.8,-1.0
0.0,8.8,7.52,7.083333333,6.3,0,9.0,9.2,7.5,6.386000000000009,8.8,-2.0
7.9,8.3,5.02,6.875,6.0,0,9.0,7.3,7.5,5.992000000000008,5.3,-1.0
9.0,6.9,6.89,7.083333333,5.2,0,8.5,5.6,7.5,5.573999999999996,4.5,-1.0
9.0,9.5,7.52,7.291666667,6.8,0,6.9,9.3,6.9,6.047999999999996,7.1,-2.0
9.2,9.4,5.0,6.71875,4.8,0,9.0,9.2,7.5,5.79800000000001,9.2,-2.0
8.5,7.2,7.52,5.833333333,4.8,0,8.5,7.3,5.0,5.7140000000000075,2.6,-1.0
0.0,8.8,5.0,7.8125,5.7,0,8.8,7.7,7.5,7.166000000000001,4.3,-2.0
4.7,9.1,5.64,8.333333333,7.4,1,8.5,9.3,6.9,4.916,6.3,-1.0
1.7,8.1,6.27,8.541666667,7.2,0,7.3,8.9,7.5,6.093999999999995,7.7,-1.0
10.0,8.9,7.52,8.958333333,8.4,0,8.5,9.8,8.1,7.031999999999994,8.4,-2.0
0.0,7.9,5.0,6.40625,4.7,1,9.0,7.2,5.0,6.493999999999995,3.1,0.0
8.0,8.8,6.89,8.541666667,8.4,0,9.0,9.4,7.5,6.340000000000008,3.8,-1.0
7.4,8.1,6.27,8.125,6.3,1,8.5,7.4,7.5,6.107999999999993,5.5,-1.0
9.6,6.9,7.52,7.1875,3.8,0,8.0,7.7,7.5,6.353999999999995,5.6,-1.0
9.5,9.2,6.27,8.75,6.5,1,10.0,9.7,6.9,6.0440000000000005,7.3,-1.0
9.0,9.3,3.77,8.75,6.5,0,8.5,8.9,5.6,6.097999999999987,7.4,-2.0
0.0,9.8,6.27,9.166666667,7.9,0,9.5,9.6,7.5,6.210000000000004,9.3,-1.0
0.0,8.3,4.39,9.583333333,9.9,0,6.4,8.2,6.3,6.452,7.3,-1.0
7.4,9.9,7.52,9.166666667,8.3,0,7.5,9.2,7.5,6.072000000000002,8.3,-2.0
0.0,8.9,7.52,8.541666667,7.3,0,7.4,7.5,5.6,5.920000000000001,6.3,-1.0
8.5,10.0,7.52,8.75,8.2,0,9.5,9.8,7.5,6.33,9.0,-2.0
7.3,7.9,3.77,8.541666667,7.4,0,0.0,6.7,7.5,6.565999999999998,3.8,-1.0
6.7,8.1,2.52,7.5,6.5,1,9.0,9.3,7.5,6.319999999999992,5.5,0.0
8.0,10.0,2.52,8.333333333,8.4,1,10.0,9.6,5.6,6.124000000000005,8.2,-1.0
10.0,9.5,7.52,7.291666667,7.3,0,7.5,9.0,7.5,5.861999999999998,8.3,-2.0
8.0,9.6,2.52,8.958333333,7.8,1,9.5,10.0,5.6,5.9639999999999915,9.3,0.0
9.0,9.2,4.39,7.291666667,6.5,0,7.4,7.6,7.5,5.923999999999996,1.3,-1.0
9.0,9.1,7.52,8.333333333,8.6,0,9.5,9.7,7.5,6.234000000000002,9.6,-2.0
6.3,8.0,7.52,7.5,6.6,0,9.0,8.1,7.5,6.374,5.7,0.0
0.0,8.9,2.52,7.708333333,7.0,1,9.0,9.5,7.5,6.299999999999999,7.5,-1.0
0.0,6.6,5.02,5.833333333,6.8,0,7.4,7.4,7.5,6.173999999999986,8.8,-2.0
9.5,8.7,7.52,8.958333333,7.0,1,8.0,8.8,7.5,6.275999999999993,6.9,-1.0
6.8,8.4,7.52,6.875,6.2,0,0.0,7.5,7.5,5.413999999999994,6.8,-2.0
9.6,9.4,3.14,9.0625,8.2,1,10.0,9.7,5.0,6.912000000000007,9.0,-1.0
0.0,8.9,7.52,7.8125,7.1,1,6.9,9.9,7.5,6.70199999999999,8.1,0.0
8.8,9.4,7.52,8.59375,6.4,1,7.5,9.2,7.5,8.246000000000006,6.1,0.0
9.2,8.4,8.76,8.28125,6.8,0,9.5,9.0,8.1,6.229999999999998,7.5,-1.0
7.9,9.7,2.52,7.96875,7.7,0,8.3,8.8,7.5,7.499999999999996,3.8,0.0
9.2,7.6,7.51,7.96875,8.5,0,8.3,7.1,7.5,7.723999999999999,7.5,0.0
0.0,7.5,6.89,7.34375,5.1,0,9.5,8.5,4.4,5.99199999999999,5.1,-1.0
6.7,9.5,2.52,7.8125,7.3,1,9.0,10.0,5.6,6.480000000000001,8.5,-1.0
7.5,7.9,2.52,7.1875,4.6,0,9.0,5.7,6.9,6.286000000000007,2.8,-2.0
8.3,9.1,7.52,8.59375,6.7,1,8.5,7.3,7.5,5.947999999999995,5.8,-1.0
9.6,9.5,2.52,6.09375,4.6,0,9.5,8.8,5.6,3.323999999999998,4.8,-2.0
9.2,8.1,6.26,7.96875,7.2,1,9.0,8.1,5.6,6.7619999999999925,7.0,0.0
8.8,8.7,2.52,7.8125,5.9,1,8.5,7.4,6.3,6.499999999999999,6.7,-1.0
9.2,8.5,2.52,6.09375,3.4,1,10.0,8.4,5.0,4.344000000000001,4.6,-1.0
0.0,8.5,7.52,8.28125,7.2,1,8.3,8.2,7.5,7.649999999999997,5.8,0.0
8.8,7.9,2.52,8.28125,7.1,1,7.9,6.7,4.4,7.513999999999991,7.4,0.0
7.5,8.6,7.52,7.96875,6.6,0,9.0,6.7,7.5,6.309999999999998,6.6,-2.0
7.5,9.9,2.52,7.96875,6.9,1,8.8,8.9,7.5,7.745999999999995,5.8,0.0
9.6,9.2,2.52,7.65625,5.8,1,9.0,7.0,7.5,6.359999999999997,4.6,-1.0
10.0,7.5,7.52,7.1875,4.5,1,9.6,7.5,7.5,7.183999999999999,3.7,0.0
0.0,8.2,5.0,5.15625,4.9,0,6.7,7.4,5.0,5.085999999999999,2.9,-1.0
0.0,8.4,5.0,8.125,7.0,0,0.0,3.7,7.5,6.503999999999996,3.7,-2.0
0.0,9.4,6.26,7.5,5.2,0,9.0,7.7,6.3,6.604000000000001,5.4,-2.0
9.2,8.8,3.14,7.5,6.5,1,9.0,9.6,7.5,6.544000000000003,8.1,0.0
0.0,9.1,2.52,7.65625,7.3,1,9.0,8.4,6.3,6.279999999999997,8.1,-1.0
0.0,7.4,5.63,6.875,4.2,0,7.9,8.5,5.6,6.59599999999999,4.5,-2.0
9.2,9.9,7.52,7.34375,6.1,1,10.0,8.2,7.5,7.584000000000006,5.0,0.0
9.2,8.6,2.52,7.96875,6.0,1,9.0,8.9,7.5,6.063999999999991,4.9,0.0
0.0,3.7,5.0,7.03125,3.8,0,0.0,5.8,5.6,7.609999999999997,3.4,-2.0
9.6,7.6,5.0,7.34375,4.8,1,9.0,7.7,5.6,6.364000000000001,6.2,-1.0
0.0,9.3,5.63,7.96875,8.3,1,8.3,8.6,7.5,8.129999999999999,6.6,0.0
9.6,8.4,2.52,7.65625,5.4,0,10.0,9.1,7.5,6.507999999999994,7.5,-1.0
5.4,7.6,5.0,7.65625,5.0,0,9.0,6.5,7.5,5.5779999999999985,4.6,-2.0
9.2,8.7,2.52,7.65625,3.9,1,7.5,7.0,5.0,6.52199999999999,4.1,-1.0
6.3,9.2,3.14,7.1875,5.2,0,5.8,8.4,5.0,5.97799999999999,5.5,-1.0
8.8,9.0,2.52,7.8125,5.2,0,10.0,6.8,5.0,6.377999999999999,5.1,-2.0
8.8,9.2,5.0,7.5,4.9,0,8.0,9.7,7.5,6.280000000000001,6.3,-1.0
5.4,9.7,7.52,8.28125,7.8,1,10.0,10.0,7.5,6.668000000000012,8.0,-1.0
9.6,8.6,7.52,7.8125,7.3,0,8.5,9.3,7.5,6.237999999999997,6.0,-1.0
8.8,9.9,2.52,7.8125,6.4,1,9.0,10.0,7.5,6.456000000000004,7.5,-1.0
6.2,9.0,7.52,7.8125,6.6,1,6.4,8.6,7.5,6.354000000000002,7.1,-1.0
8.8,8.9,2.52,7.03125,6.2,1,8.5,9.0,7.5,6.404000000000001,7.3,-1.0
8.3,9.5,2.52,7.8125,7.2,1,6.8,8.7,7.5,6.90799999999999,9.5,-1.0
0.0,6.8,5.0,7.96875,6.3,0,6.7,5.1,7.5,6.207999999999991,3.0,0.0
0.0,7.6,7.52,7.5,5.8,1,10.0,8.2,7.5,6.916000000000011,7.5,0.0
9.2,5.4,7.52,6.71875,5.2,1,8.8,5.8,5.6,7.335999999999996,6.3,0.0
9.2,7.3,2.52,7.8125,4.2,1,9.0,3.7,5.0,5.765999999999993,3.0,-1.0
0.0,9.0,6.27,7.96875,5.0,1,3.5,8.5,5.0,6.138000000000001,6.3,-1.0
9.2,9.8,2.52,8.28125,7.6,1,9.5,9.3,8.8,6.385999999999994,7.2,-1.0
0.0,7.3,7.52,7.65625,5.1,0,7.5,7.2,7.5,7.349999999999996,3.9,-1.0
8.8,10.0,2.52,8.125,8.1,1,8.0,9.4,7.5,6.006000000000009,7.5,0.0
6.7,9.5,2.52,8.125,7.6,1,7.5,9.2,5.6,6.512000000000002,6.9,-1.0
8.3,9.3,2.52,7.65625,5.3,1,9.5,9.0,5.6,6.509999999999998,4.5,0.0
9.2,9.9,2.52,7.8125,7.5,1,9.0,10.0,7.5,6.6700000000000115,9.0,-1.0
7.9,7.4,2.52,7.8125,5.0,0,9.2,5.3,7.5,6.824000000000005,3.0,-1.0
7.5,8.6,7.52,8.125,8.1,1,8.0,8.8,7.5,6.365999999999989,8.5,-1.0
0.0,8.9,7.52,7.65625,5.2,0,7.9,6.6,7.5,6.963999999999994,4.8,-1.0
9.2,9.9,2.52,7.8125,7.3,1,8.5,9.3,7.5,6.748,8.8,0.0
8.3,9.5,7.52,7.03125,6.8,0,9.6,8.8,7.5,7.1599999999999975,5.6,-1.0
6.7,9.3,7.52,7.1875,8.3,1,7.0,9.1,8.1,5.455999999999996,7.3,-1.0
0.0,7.5,5.0,4.6875,2.6,0,9.5,8.6,5.0,3.4220000000000006,2.3,-2.0
8.8,8.9,2.52,6.875,7.2,0,8.3,9.2,5.6,6.385999999999991,4.9,0.0
6.7,7.6,5.0,7.96875,4.7,0,5.8,8.1,6.3,7.855999999999994,5.9,-2.0
8.3,8.6,2.52,8.4375,5.6,0,7.9,8.5,7.5,7.786,7.1,-2.0
8.3,9.2,5.0,8.125,7.1,1,7.9,8.7,7.5,8.253999999999989,7.3,1.0
7.9,8.7,2.52,7.65625,5.9,1,0.0,8.8,4.4,8.734000000000002,6.3,0.0
9.2,9.4,2.52,8.4375,8.0,1,9.2,8.3,6.3,8.87,8.1,0.0
9.6,8.3,2.52,7.96875,6.8,1,9.2,9.5,8.8,8.713999999999986,6.8,0.0
6.3,8.8,5.0,7.34375,6.0,0,7.1,8.4,6.3,7.599999999999995,7.2,-2.0
9.6,9.4,2.52,7.65625,7.1,1,9.2,8.8,7.5,8.234000000000004,7.6,0.0
8.3,8.6,5.0,8.75,7.5,1,9.2,9.7,5.6,7.900000000000005,6.7,0.0
7.9,9.4,2.52,8.28125,6.5,1,10.0,9.7,5.0,7.823999999999991,7.2,-1.0
8.8,7.8,6.26,8.4375,6.4,1,7.5,8.7,7.5,8.379999999999992,7.9,0.0
8.8,7.1,5.0,7.34375,4.2,0,8.3,6.8,6.3,6.894,3.8,-2.0
8.8,6.6,2.52,7.96875,6.9,1,6.7,5.8,7.5,7.236,7.8,0.0
8.8,6.2,5.0,7.1875,6.5,0,8.8,3.6,7.5,6.003999999999997,2.7,-2.0
8.8,7.6,2.52,7.1875,6.1,1,0.0,8.1,7.5,7.913999999999994,6.5,0.0
7.5,9.7,2.52,7.96875,6.9,1,8.3,8.5,7.5,7.319999999999993,6.6,0.0
7.5,8.7,5.0,7.65625,6.0,1,7.5,9.4,8.1,8.726000000000012,8.0,1.0
9.6,9.5,2.52,8.125,8.0,1,9.6,9.1,5.6,8.903999999999991,6.9,0.0
8.3,9.4,2.52,8.125,6.5,1,9.2,8.9,5.6,8.54999999999999,6.7,0.0
7.1,9.2,2.52,8.4375,6.0,1,8.8,9.2,5.0,8.869999999999997,6.3,0.0
7.9,9.0,2.52,8.28125,6.2,1,9.2,9.1,7.5,8.890000000000006,5.1,0.0
8.3,9.8,2.52,7.96875,7.2,1,8.8,9.7,4.4,8.395999999999995,7.3,0.0
9.2,9.8,2.52,8.28125,7.8,1,10.0,9.4,7.5,9.099999999999993,6.9,0.0
8.8,7.9,2.52,7.96875,5.9,0,0.0,5.2,4.4,7.575999999999996,5.4,-1.0
6.2,9.5,5.0,8.4375,7.9,0,8.3,9.2,7.5,8.053999999999998,7.9,-1.0
8.8,4.2,2.52,7.5,4.7,0,9.2,6.5,7.5,6.280000000000006,5.0,-1.0
