RA,Fase_2024,INDE_2024,Pedra_2024,Turma_2024,Idade_2024,Genero_2024,Ano_Ingresso_2024,Instituicao_Ensino_2024,IAA_2024,IEG_2024,IPS_2024,IPP_2024,IDA_2024,Mat_2024,Por_2024,Ing_2024,IPV_2024,IAN_2024,Fase_Ideal_2024,Defasagem_2024,Escola_2024,Fase_2023,INDE_2023,Pedra_2023,Turma_2023,Idade_2023,Genero_2023,Ano_Ingresso_2023,Instituicao_Ensino_2023,IAA_2023,IEG_2023,IPS_2023,IPP_2023,IDA_2023,Mat_2023,Por_2023,Ing_2023,IPV_2023,IAN_2023,Fase_Ideal_2023,Defasagem_2023,Fase_2022,Turma_2022,Idade_2022,Genero_2022,Ano_Ingresso_2022,Instituicao_Ensino_2022,Pedra_2022,INDE_2022,Cg_2022,Cf_2022,Ct_2022,Rec_Av1_2022,Rec_Av2_2022,IAA_2022,IEG_2022,IPS_2022,Rec_Psicologia_2022,IDA_2022,Mat_2022,Por_2022,Ing_2022,Indicado_2022,Atingiu_PV_2022,IPV_2022,IAN_2022,Fase_Ideal_2022,Defasagem_2022,Destaque_IEG_2022,Destaque_IDA_2022,Destaque_IPV_2022,IPP_2022
546,3B,5.70242601,Quartzo,3B,13,Feminino,2021,Pública,5.8,3.8,8.1,5.2,4.7,0.0,4.0,10.0,5.5,10.0,Fase 3 (7° e 8° ano),0,EE Alexandre Rodrigues Nogueira,FASE 2,6.031666667,Agata,2H,12.0,Feminino,2021.0,Pública,0.0,7.2,2.52,8.75,5.7,3.5,7.8,0.0,9.173333333,5.0,Fase 3 (7° e 8° ano),-1.0,1.0,G,11.0,Menina,2021.0,Escola Pública,Ágata,6.77,564.0,138.0,5.0,Promovido de Fase,Promovido de Fase,9.0,7.9,5.0,Não indicado,5.6,3.3,7.8,0.0,Não,Não,7.917,5.0,Fase 2 (5º e 6º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.865999999999993
1087,3B,6.913936532,Agata,3B,13,Feminino,2023,Pública,7.9,8.4,8.8,7.2,2.7,2.0,5.0,1.0,6.6,10.0,Fase 3 (7° e 8° ano),0,EE Mario Francisco de Amorim,FASE 2,7.2067,Ametista,2C,12.0,Feminino,2023.0,Pública,10.0,9.5,2.52,8.75,5.4,3.7,7.0,0.0,8.0475,5.0,Fase 3 (7° e 8° ano),-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,3B,7.464325,Ametista,3B,11,Feminino,2021,Pública,10.0,8.9,10.0,7.0,3.2,3.0,4.0,2.5,6.7,10.0,Fase 2 (5° e 6° ano),1,EE Mario Francisco de Amorim,FASE 2,7.934366667,Ametista,2A,10.0,Feminino,2020.0,Pública,9.5,9.6,2.52,8.541666667,6.0,4.7,7.2,0.0,8.84,10.0,Fase 2 (5° e 6° ano),0.0,1.0,B,9.0,Menina,2020.0,Escola Pública,Topázio,8.306,61.0,12.0,1.0,Mantido na Fase atual,Promovido de Fase,10.0,9.4,7.5,Sem limitações,7.2,7.3,7.0,0.0,Não,Não,8.278,10.0,Fase 1 (4º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.803999999999987
1520,3B,7.002646212,Ametista,3B,14,Feminino,2024,Pública,8.3,9.1,8.8,7.7,3.8,4.0,3.5,0.0,7.3,5.0,Fase 4 (9° ano),-1,EE Alexandre Rodrigues Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,3B,7.815385675,Ametista,3B,12,Masculino,2023,Pública,8.8,5.6,8.8,8.0,8.2,8.0,7.0,9.5,7.5,10.0,Fase 3 (7° e 8° ano),0,EE Leonice de Aquino Oliveira,FASE 2,8.0152,Topázio,2A,11.0,Masculino,2023.0,Pública,9.0,8.6,5.0,8.125,6.7,5.2,8.2,0.0,8.7125,10.0,Fase 2 (5° e 6° ano),0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,3B,5.065788844,Quartzo,3B,14,Feminino,2024,Pública,7.5,6.2,2.5,6.1,3.2,2.0,5.5,2.0,5.5,5.0,Fase 4 (9° ano),-1,EE Alexandre Rodrigues Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,3B,7.770468182,Ametista,3B,11,Feminino,2021,Pública,8.3,9.1,8.1,7.2,5.5,6.5,4.5,5.5,7.4,10.0,Fase 2 (5° e 6° ano),1,EE Leonice de Aquino Oliveira,FASE 2,7.759533333,Ametista,2A,10.0,Feminino,2020.0,Pública,8.0,9.3,2.52,8.333333333,5.9,5.0,6.8,0.0,9.17,10.0,Fase 2 (5° e 6° ano),0.0,1.0,F,10.0,Menina,2020.0,Escola Pública,Ametista,7.106,454.0,116.0,4.0,Mantido na Fase atual,Promovido de Fase,9.5,8.9,5.6,Sem limitações,6.0,6.3,5.7,0.0,Não,Não,7.75,5.0,Fase 2 (5º e 6º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.659999999999991
1079,3B,5.42534133,Quartzo,3B,13,Masculino,2023,Pública,7.5,4.5,2.5,4.2,6.3,5.0,7.5,6.5,4.2,10.0,Fase 3 (7° e 8° ano),0,EE Alexandre Rodrigues Nogueira,FASE 2,6.916533333,Agata,2B,12.0,Masculino,2023.0,Pública,9.0,8.1,2.52,7.083333333,7.6,7.3,7.8,0.0,7.13,5.0,Fase 3 (7° e 8° ano),-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,3B,6.231045707,Agata,3B,14,Feminino,2021,Pública,8.8,7.7,8.8,6.1,3.5,4.0,3.5,3.0,5.6,5.0,Fase 4 (9° ano),-1,EE Leonice de Aquino Oliveira,FASE 3,7.039791667,Ametista,3B,13.0,Feminino,2019.0,Pública,9.6,8.6,2.52,7.03125,5.2,5.7,4.8,5.2,6.7975,10.0,Fase 3 (7° e 8° ano),0.0,2.0,A,12.0,Menina,2019.0,Escola Pública,Ágata,6.636,613.0,105.0,10.0,Mantido na Fase atual,Promovido de Fase,9.0,8.7,7.5,Sem limitações,3.7,2.3,5.0,0.0,Não,Não,6.944,5.0,Fase 3 (7º e 8º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.171999999999997
1522,3B,8.3261,Topázio,3B,13,Masculino,2024,Pública,8.8,10.0,9.4,6.9,7.0,10.0,4.0,0.0,7.1,10.0,Fase 3 (7° e 8° ano),0,EE Leonice de Aquino Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,3B,9.189883333,Topázio,3B,11,Feminino,2023,Pública,9.2,9.9,8.8,9.1,8.5,8.5,7.0,10.0,9.1,10.0,Fase 2 (5° e 6° ano),1,EE Leonice de Aquino Oliveira,FASE 2,8.615533333,Topázio,2D,10.0,Feminino,2023.0,Pública,9.5,9.9,2.52,8.958333333,9.6,9.5,9.7,0.0,8.0875,10.0,Fase 2 (5° e 6° ano),0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,3B,8.72863254,Topázio,3B,11,Masculino,2021,Privada,10.0,8.8,8.1,9.1,7.7,9.0,5.5,8.5,8.5,10.0,Fase 2 (5° e 6° ano),1,Escola João Paulo II,FASE 2,8.297866667,Topázio,2A,10.0,Masculino,2021.0,Privada,9.5,9.7,2.52,8.541666667,7.5,7.2,7.8,0.0,9.0075,10.0,Fase 2 (5° e 6° ano),0.0,1.0,C,9.0,Menino,2021.0,Escola Pública,Topázio,8.229,77.0,17.0,2.0,Mantido na Fase atual,Promovido de Fase,9.0,9.6,5.6,Requer avaliação,8.3,8.2,8.5,0.0,Não,Não,7.778,10.0,Fase 1 (4º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.333999999999991
531,3B,7.912792647,Ametista,3B,12,Masculino,2022,Pública,9.2,9.8,4.4,8.0,6.7,6.5,4.5,9.0,7.3,10.0,Fase 3 (7° e 8° ano),0,EE Leonice de Aquino Oliveira,FASE 2,8.3252,Topázio,2B,11.0,Masculino,2022.0,Pública,9.5,10.0,2.52,8.75,7.7,6.3,9.0,0.0,8.59,10.0,Fase 2 (5° e 6° ano),0.0,1.0,E,10.0,Menino,2022.0,Escola Pública,Ametista,8.057,132.0,31.0,2.0,Promovido de Fase + Bolsa,Mantido na Fase atual,9.5,9.8,7.5,Não atendido,7.8,8.7,7.0,0.0,Sim,Não,8.167,5.0,Fase 2 (5º e 6º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.035999999999998
1523,3B,8.67371279,Topázio,3B,11,Masculino,2024,Pública,6.7,9.3,8.8,8.9,8.2,8.0,6.5,10.0,8.8,10.0,Fase 2 (5° e 6° ano),1,EE Alexandre Rodrigues Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,3B,5.547380556,Quartzo,3B,14,Feminino,2024,Pública,7.9,2.8,7.5,7.7,4.0,4.0,0.0,0.0,6.9,5.0,Fase 4 (9° ano),-1,EE Mario Francisco de Amorim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,3B,5.833118519,Quartzo,3B,15,Feminino,2023,Pública,8.8,6.1,8.8,6.3,3.2,2.0,5.0,2.5,5.5,5.0,Fase 4 (9° ano),-1,EE Loris Nassif Mattar Profa,FASE 3,7.072983333,Ametista,3B,14.0,Feminino,2023.0,Pública,8.3,8.3,6.26,7.1875,6.7,5.0,7.5,7.5,7.0075,5.0,Fase 4 (9° ano),-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,3C,8.901966667,Topázio,3C,12,Masculino,2021,Privada - Programa de Apadrinhamento,9.2,9.9,2.5,9.4,9.7,10.0,9.0,10.0,9.5,10.0,Fase 2 (5° e 6° ano),1,Colégio Arco Íris Evolução,FASE 2,8.988866667,Topázio,2A,11.0,Masculino,2020.0,Privada - Programa de Apadrinhamento,9.0,10.0,2.52,9.791666667,9.7,9.3,10.0,0.0,9.6375,10.0,Fase 2 (5° e 6° ano),0.0,1.0,A,10.0,Menino,2020.0,Rede Decisão,Topázio,8.465,40.0,5.0,1.0,Promovido de Fase + Bolsa,Promovido de Fase,8.0,9.2,7.5,Sem limitações,9.8,10.0,9.7,0.0,Não,Sim,9.5,5.0,Fase 2 (5º e 6º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.15
517,3C,5.880466583,Quartzo,3C,14,Feminino,2021,Pública,7.5,5.3,2.5,6.0,5.0,4.5,4.0,6.5,6.1,10.0,Fase 3 (7° e 8° ano),0,EE Paschoal Carlos Magno,FASE 2,6.3104,Agata,2D,13.0,Feminino,2017.0,Pública,4.1,9.0,2.52,6.875,6.6,4.5,8.7,0.0,6.7125,5.0,Fase 3 (7° e 8° ano),-1.0,1.0,D,12.0,Menina,2017.0,Escola Pública,Ametista,7.604,271.0,70.0,8.0,Promovido de Fase,Promovido de Fase,6.9,9.5,7.5,Não atendido,7.7,7.8,7.5,0.0,Não,Não,7.833,5.0,Fase 3 (7º e 8º ano),-2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.573999999999995
325,3C,8.385133333,Topázio,3C,12,Masculino,2022,Pública,9.2,9.9,7.5,8.3,7.0,7.0,5.5,8.5,7.6,10.0,Fase 3 (7° e 8° ano),0,EE Paschoal Carlos Magno,FASE 2,6.243,Agata,2D,11.0,Masculino,2022.0,Pública,0.0,7.1,5.0,8.125,5.6,3.8,7.3,0.0,7.0025,10.0,Fase 2 (5° e 6° ano),0.0,2.0,A,10.0,Menino,2022.0,Escola Pública,Ametista,7.619,265.0,42.0,6.0,Mantido na Fase + Bolsa,Mantido na Fase atual,9.5,6.8,7.5,Sem limitações,6.0,6.0,6.0,0.0,Sim,Sim,8.444,10.0,Fase 2 (5º e 6º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.7019999999999875
1525,3C,7.778263492,Ametista,3C,13,Masculino,2024,Pública,7.9,8.3,5.6,8.5,7.0,6.5,5.5,9.0,7.6,10.0,Fase 3 (7° e 8° ano),0,EE Joaquim Mendes Feliz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,3C,6.346748371,Agata,3C,12,Masculino,2022,Pública,8.3,6.8,2.5,7.1,4.0,7.5,3.5,1.0,6.9,10.0,Fase 3 (7° e 8° ano),0,EE Paschoal Carlos Magno,FASE 2,7.5762,Ametista,2D,11.0,Masculino,2022.0,Pública,8.5,8.5,5.0,8.125,6.7,5.5,7.8,0.0,6.9175,10.0,Fase 2 (5° e 6° ano),0.0,1.0,D,10.0,Menino,2022.0,Escola Pública,Ametista,7.661,251.0,65.0,7.0,Mantido na Fase atual,Mantido na Fase atual,9.0,9.4,7.5,Não atendido,7.5,6.0,9.0,0.0,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.309999999999998
1146,3C,5.393308605,Quartzo,3C,15,Feminino,2023,Pública,10.0,5.0,6.9,6.3,2.0,2.0,0.0,4.0,5.9,5.0,Fase 5 (1° EM),-2,EE Mario Francisco de Amorim,FASE 3,6.689583333,Agata,3B,14.0,Feminino,2023.0,Pública,9.6,8.8,6.26,7.1875,3.7,5.0,3.3,2.7,6.965,5.0,Fase 4 (9° ano),-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,3C,7.214534419,Ametista,3C,12,Masculino,2021,Pública,8.8,6.5,9.4,7.1,4.5,4.0,6.0,3.5,7.5,10.0,Fase 3 (7° e 8° ano),0,EE Joaquim Mendes Feliz,FASE 2,7.653033333,Ametista,2D,11.0,Masculino,2019.0,Pública,10.0,8.8,5.0,7.708333333,5.7,5.8,5.5,0.0,7.46,10.0,Fase 2 (5° e 6° ano),0.0,1.0,E,10.0,Menino,2019.0,Escola Pública,Topázio,8.338,56.0,9.0,1.0,Promovido de Fase + Bolsa,Mantido na Fase atual,10.0,9.0,7.5,Não atendido,8.9,9.0,8.8,0.0,Sim,Sim,9.056,5.0,Fase 2 (5º e 6º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.967999999999992
524,3C,7.026322556,Ametista,3C,13,Masculino,2021,Pública,7.1,5.1,2.5,8.3,8.7,8.5,7.5,10.0,7.4,10.0,Fase 3 (7° e 8° ano),0,EE Paschoal Carlos Magno,FASE 2,7.331133333,Ametista,2D,12.0,Masculino,2019.0,Pública,6.4,9.2,2.52,8.333333333,8.9,9.0,8.8,0.0,7.42,5.0,Fase 3 (7° e 8° ano),-1.0,1.0,D,11.0,Menino,2019.0,Escola Pública,Ágata,6.947,507.0,132.0,11.0,Promovido de Fase + Bolsa,Mantido na Fase atual,0.0,9.4,5.0,Requer avaliação,9.1,9.0,9.2,0.0,Sim,Não,8.056,5.0,Fase 2 (5º e 6º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.357999999999999
578,3C,9.0662,Topázio,3C,12,Masculino,2021,Privada - Programa de Apadrinhamento,10.0,10.0,2.5,9.6,9.8,10.0,9.5,10.0,9.5,10.0,Fase 2 (5° e 6° ano),1,Colégio Arco Íris Evolução,FASE 2,9.013866667,Topázio,2A,11.0,Masculino,2019.0,Privada - Programa de Apadrinhamento,9.0,10.0,2.52,9.791666667,9.7,9.8,9.5,0.0,9.7625,10.0,Fase 2 (5° e 6° ano),0.0,1.0,J,10.0,Menino,2019.0,Escola Pública,Topázio,8.814,11.0,3.0,1.0,Promovido de Fase + Bolsa,Promovido de Fase,9.5,10.0,8.8,Sem limitações,9.5,9.3,9.7,0.0,Sim,Sim,9.611,5.0,Fase 2 (5º e 6º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.617999999999995
526,3C,7.843157895,Ametista,3C,14,Masculino,2022,Pública,9.6,9.4,8.1,7.3,7.3,8.5,3.5,10.0,7.5,5.0,Fase 4 (9° ano),-1,EE Paschoal Carlos Magno,FASE 2,8.0957,Topázio,2D,13.0,Masculino,2022.0,Pública,9.5,9.8,5.0,8.75,8.8,8.3,9.3,0.0,7.7525,5.0,Fase 3 (7° e 8° ano),-1.0,1.0,D,12.0,Menino,2022.0,Escola Pública,Topázio,8.079,123.0,28.0,2.0,Promovido de Fase,Mantido na Fase atual,10.0,9.9,7.5,Não atendido,8.0,7.7,8.3,0.0,Não,Não,8.167,5.0,Fase 3 (7º e 8º ano),-2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.156000000000006
528,3C,7.276330075,Ametista,3C,13,Masculino,2021,Pública,9.2,5.8,7.5,7.3,6.7,8.5,4.5,7.0,6.9,10.0,Fase 3 (7° e 8° ano),0,EE Joaquim Mendes Feliz,FASE 2,7.6892,Ametista,2D,12.0,Masculino,2021.0,Pública,9.0,8.5,5.0,8.75,8.2,7.5,8.8,0.0,7.92,5.0,Fase 3 (7° e 8° ano),-1.0,1.0,D,11.0,Menino,2021.0,Escola Pública,Quartzo,5.335,798.0,183.0,13.0,Mantido na Fase atual,Mantido na Fase atual,0.0,6.2,7.5,Não atendido,4.0,5.3,2.7,0.0,Não,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.5619999999999985
516,3C,8.384033333,Topázio,3C,11,Masculino,2021,Privada - Programa de Apadrinhamento,10.0,10.0,2.5,8.5,8.8,8.0,8.5,10.0,7.6,10.0,Fase 2 (5° e 6° ano),1,Colégio Arco Íris Evolução,FASE 2,8.6807,Topázio,2B,10.0,Masculino,2019.0,Privada - Programa de Apadrinhamento,10.0,9.8,2.52,8.75,9.3,9.0,9.5,0.0,8.7175,10.0,Fase 2 (5° e 6° ano),0.0,1.0,C,9.0,Menino,2019.0,Rede Decisão,Topázio,8.903,8.0,2.0,1.0,Promovido de Fase + Bolsa,Promovido de Fase,10.0,9.7,7.5,Não atendido,9.9,10.0,9.8,0.0,Não,Não,8.056,10.0,Fase 1 (4º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.218000000000001
534,3C,7.088855054,Ametista,3C,14,Masculino,2021,Pública,9.6,6.0,7.5,7.5,5.0,4.0,4.0,7.0,7.1,10.0,Fase 3 (7° e 8° ano),0,EE Paschoal Carlos Magno,FASE 2,5.8385,Quartzo,2D,13.0,Masculino,2021.0,Pública,0.0,8.1,2.52,8.125,5.4,3.7,7.0,0.0,7.92,5.0,Fase 3 (7° e 8° ano),-1.0,1.0,E,12.0,Menina,2021.0,Escola Pública,Ametista,7.131,447.0,114.0,4.0,Mantido na Fase atual,Mantido na Fase atual,9.0,7.4,7.5,Não atendido,7.1,6.5,7.7,0.0,Não,Não,7.333,5.0,Fase 3 (7º e 8º ano),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.143999999999998
1097,3C,5.475324896,Quartzo,3C,15,Masculino,2023,Pública,10.0,4.8,6.3,6.0,3.0,4.5,4.5,0.0,5.9,5.0,Fase 4 (9° ano),-1,EE Paschoal Carlos Magno,FASE 2,6.9547,Agata,2D,14.0,Masculino,2023.0,Pública,9.5,8.6,5.0,8.125,5.4,4.3,6.5,0.0,6.96,5.0,Fase 4 (9° ano),-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3C,6.293175689,Agata,3C,14,Feminino,2021,Pública,8.3,5.6,5.0,7.7,5.8,4.0,6.0,7.5,7.0,5.0,Fase 4 (9° ano),-1,EE Paschoal Carlos Magno,FASE 3,5.790875,Quartzo,3C,13.0,Feminino,2019.0,Pública,0.0,7.3,2.52,7.34375,4.3,5.3,4.8,2.8,7.4225,10.0,Fase 3 (7° e 8° ano),0.0,2.0,D,12.0,Menina,2019.0,Escola Pública,Ametista,7.075,463.0,70.0,5.0,Promovido de Fase,Mantido na Fase atual,9.5,8.5,7.5,Não atendido,5.2,4.7,5.7,0.0,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.349999999999998
1526,3D,7.9798,Ametista,3D,13,Feminino,2024,Pública,9.2,10.0,8.8,8.1,3.8,2.0,5.5,0.0,8.1,10.0,Fase 3 (7° e 8° ano),0,EE Alexandre Rodrigues Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,3D,5.543865741,Quartzo,3D,12,Masculino,2023,Pública,0.0,7.7,6.9,6.4,2.0,0.0,6.0,0.0,6.4,10.0,Fase 3 (7° e 8° ano),0,EE Alexandre Rodrigues Nogueira,FASE 2,7.2115,Ametista,2B,11.0,Masculino,2023.0,Pública,0.0,9.7,2.52,8.75,7.3,6.8,7.8,0.0,8.4225,10.0,Fase 2 (5° e 6° ano),0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,3D,6.771708626,Agata,3D,12,Masculino,2022,Pública,7.1,5.6,7.5,7.7,4.7,0.0,7.0,7.0,7.5,10.0,Fase 2 (5° e 6° ano),1,EE Alexandre Rodrigues Nogueira,FASE 2,7.671633333,Ametista,2B,10.0,Masculino,2022.0,Pública,6.4,8.6,2.52,8.333333333,7.5,6.2,8.7,0.0,8.6725,10.0,Fase 2 (5° e 6° ano),0.0,1.0,C,10.0,Menino,2022.0,Escola Pública,Ágata,6.575,636.0,155.0,10.0,Mantido na Fase atual,Promovido de Fase,8.0,7.4,7.5,Não atendido,4.5,0.0,9.0,0.0,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.337999999999995
363,3D,7.617803571,Ametista,3D,14,Masculino,2022,Privada,9.6,9.5,5.6,7.3,5.3,4.0,3.5,8.5,7.0,10.0,Fase 3 (7° e 8° ano),0,Colégio Nogueira e Sonho de Criança,FASE 2,6.680833333,Agata,2F,13.0,Masculino,2022.0,Pública,0.0,9.9,2.52,8.541666667,6.8,6.8,6.8,0.0,8.673333333,5.0,Fase 3 (7° e 8° ano),-1.0,2.0,F,12.0,Menino,2022.0,Escola Pública,Ágata,6.644,610.0,104.0,17.0,Mantido na Fase atual,Mantido na Fase atual,10.0,10.0,6.9,Sem limitações,2.0,1.0,3.0,0.0,Não,Não,7.056,5.0,Fase 3 (7º e 8º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.427999999999998
340,3D,6.715437329,Agata,3D,13,Masculino,2021,Pública,7.9,6.6,7.5,6.6,5.2,6.0,7.0,2.5,5.8,10.0,Fase 3 (7° e 8° ano),0,EE Alexandre Rodrigues Nogueira,FASE 2,7.059666667,Ametista,2B,12.0,Masculino,2017.0,Pública,0.0,9.6,2.52,9.166666667,8.9,9.0,8.7,0.0,8.505,5.0,Fase 3 (7° e 8° ano),-1.0,2.0,B,11.0,Menino,2017.0,Escola Pública,Ametista,7.721,229.0,36.0,5.0,Mantido na Fase atual,Mantido na Fase atual,9.0,8.2,7.5,Não atendido,6.5,6.0,7.0,0.0,Não,Não,7.667,10.0,Fase 2 (5º e 6º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.976000000000005
1527,3D,8.631675,Topázio,3D,13,Masculino,2024,Pública,9.2,10.0,7.5,8.0,8.0,9.0,7.0,0.0,7.8,10.0,Fase 3 (7° e 8° ano),0,EE Alexandre Rodrigues Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,3D,6.918152273,Agata,3D,13,Feminino,2021,Pública,9.2,6.4,2.5,8.3,6.0,6.0,4.5,7.5,7.2,10.0,Fase 3 (7° e 8° ano),0,EE Leonice de Aquino Oliveira,FASE 2,7.606033333,Ametista,2C,12.0,Feminino,2018.0,Pública,8.5,8.1,2.52,8.958333333,8.6,8.2,9.0,0.0,8.84,5.0,Fase 3 (7° e 8° ano),-1.0,1.0,C,12.0,Menina,2018.0,Escola Pública,Ametista,7.808,199.0,47.0,3.0,Promovido de Fase,Promovido de Fase,9.0,8.2,7.5,Não atendido,9.2,9.3,9.0,0.0,Sim,Não,7.833,5.0,Fase 3 (7º e 8º ano),-2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.114000000000002
500,3D,8.077708333,Topázio,3D,12,Feminino,2021,Privada - Programa de Apadrinhamento,9.6,10.0,2.5,8.6,6.7,6.0,6.0,8.0,8.4,10.0,Fase 3 (7° e 8° ano),0,Colégio Arco Íris Evolução,FASE 2,8.427533333,Topázio,2C,11.0,Feminino,2020.0,Pública,9.5,10.0,2.52,8.958333333,7.9,8.5,7.2,0.0,8.7975,10.0,Fase 2 (5° e 6° ano),0.0,1.0,B,10.0,Menina,2020.0,Escola Pública,Topázio,8.232,75.0,16.0,3.0,Promovido de Fase + Bolsa,Promovido de Fase,9.0,10.0,7.5,Sem limitações,9.5,9.5,9.5,0.0,Sim,Não,7.889,5.0,Fase 2 (5º e 6º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.041999999999989
1528,3D,7.622584091,Ametista,3D,13,Masculino,2024,Pública,9.2,7.8,7.5,8.0,5.7,3.0,6.0,8.0,7.3,10.0,Fase 3 (7° e 8° ano),0,EE Alexandre Rodrigues Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
