RA,Fase_2024,INDE_2024,Pedra_2024,Turma_2024,Idade_2024,Genero_2024,Ano_Ingresso_2024,Instituicao_Ensino_2024,IAA_2024,IEG_2024,IPS_2024,IPP_2024,IDA_2024,Mat_2024,Por_2024,Ing_2024,IPV_2024,IAN_2024,Fase_Ideal_2024,Defasagem_2024,Escola_2024,Fase_2023,INDE_2023,Pedra_2023,Turma_2023,Idade_2023,Genero_2023,Ano_Ingresso_2023,Instituicao_Ensino_2023,IAA_2023,IEG_2023,IPS_2023,IPP_2023,IDA_2023,Mat_2023,Por_2023,Ing_2023,IPV_2023,IAN_2023,Fase_Ideal_2023,Defasagem_2023,Fase_2022,Turma_2022,Idade_2022,Genero_2022,Ano_Ingresso_2022,Instituicao_Ensino_2022,Pedra_2022,INDE_2022,Cg_2022,Cf_2022,Ct_2022,Rec_Av1_2022,Rec_Av2_2022,IAA_2022,IEG_2022,IPS_2022,Rec_Psicologia_2022,IDA_2022,Mat_2022,Por_2022,Ing_2022,Indicado_2022,Atingiu_PV_2022,IPV_2022,IAN_2022,Fase_Ideal_2022,Defasagem_2022,Destaque_IEG_2022,Destaque_IDA_2022,Destaque_IPV_2022,IPP_2022
1411,1E,6.88695,Agata,1E,11,Masculino,2024,Pública,9.0,9.5,6.3,8.4,2.8,5.5,0.0,0.0,7.8,5.0,Fase 2 (5° e 6° ano),-1,EE Alexandre Rodrigues Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,1E,9.204671862,Topázio,1E,10,Masculino,2024,Pública,10.0,9.3,7.5,8.8,9.8,10.0,9.5,0.0,8.8,10.0,Fase 1 (3° e 4° ano),0,EE Chácara Florida II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1E,7.385368182,Ametista,1E,11,Feminino,2022,Pública,7.9,8.4,7.5,8.4,6.3,7.5,5.0,0.0,7.8,5.0,Fase 2 (5° e 6° ano),-1,EE Dom Pedro Villas Boas de Souza,ALFA,8.6112,Topázio,ALFA D - G2/G3,10.0,Feminino,2022.0,Pública,9.0,9.8,6.89,7.5,9.1,9.3,8.8,0.0,10.01,5.0,Fase 2 (5° e 6° ano),-2.0,0.0,D,9.0,Menina,2022.0,Escola Pública,Ametista,7.541,294.0,83.0,8.0,Mantido na Fase atual,Mantido na Fase atual,9.5,9.5,7.5,Requer avaliação,7.0,7.2,6.8,0.0,Não,Não,7.417,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.575999999999994
1413,1E,7.747564719,Ametista,1E,12,Masculino,2024,Pública,9.0,8.6,7.5,8.4,7.3,7.5,7.0,0.0,7.9,5.0,Fase 3 (7° e 8° ano),-2,EE Olivia de Faria Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,1E,8.840007359,Topázio,1E,10,Feminino,2024,Pública,9.5,9.3,6.9,8.8,8.5,10.0,7.0,0.0,8.8,10.0,Fase 1 (3° e 4° ano),0,EM Etelvina Delfim Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,1E,5.110372078,Quartzo,1E,12,Feminino,2023,Pública,10.0,5.4,5.6,7.2,2.0,0.0,4.0,0.0,4.3,5.0,Fase 3 (7° e 8° ano),-2,EE Mario Francisco de Amorim,ALFA,6.4782,Agata,ALFA T - G2/G3,11.0,Feminino,2023.0,Pública,9.5,7.9,3.77,6.25,5.1,5.3,4.8,0.0,7.18,5.0,Fase 2 (5° e 6° ano),-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,1G,7.986866667,Ametista,1G,10,Feminino,2022,Pública,8.5,9.6,6.3,8.3,6.3,6.5,6.0,0.0,7.6,10.0,Fase 1 (3° e 4° ano),0,EM Maria Ignez Concelles Irma Ines,ALFA,7.8402,Ametista,ALFA J - G2/G3,9.0,Feminino,2022.0,Pública,10.0,9.5,3.77,6.25,7.4,7.2,7.5,0.0,9.84,5.0,Fase 1 (3° e 4° ano),-1.0,0.0,Z,8.0,Menina,2022.0,Escola Pública,Topázio,8.616,28.0,3.0,1.0,Promovido de Fase,Mantido na Fase atual,10.0,9.6,7.5,Não atendido,8.5,8.8,8.2,0.0,Não,Sim,8.5,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.459999999999994
854,1G,7.8262,Ametista,1G,9,Feminino,2022,Pública,9.5,10.0,6.3,5.8,7.0,7.0,7.0,0.0,6.3,10.0,Fase 1 (3° e 4° ano),0,EM Maria Ignez Concelles Irma Ines,ALFA,6.6415,Agata,ALFA J - G2/G3,8.0,Feminino,2022.0,Pública,0.0,9.5,3.77,5.625,6.0,7.5,4.5,0.0,8.01,10.0,ALFA (1° e 2° ano),0.0,0.0,Z,8.0,Menina,2022.0,Escola Pública,Topázio,8.098,116.0,32.0,7.0,Promovido de Fase,Mantido na Fase atual,8.0,9.0,7.5,Não atendido,9.3,9.5,9.0,0.0,Não,Não,7.167,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.546000000000007
1415,1G,7.371245455,Ametista,1G,10,Feminino,2024,Pública,8.0,9.8,6.3,7.3,6.8,6.5,7.0,0.0,7.1,5.0,Fase 2 (5° e 6° ano),-1,EM Maria Ignez Concelles Irma Ines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,1G,7.072914756,Ametista,1G,10,Feminino,2022,Pública,8.5,7.5,6.3,6.9,7.5,6.0,9.0,0.0,7.0,5.0,Fase 2 (5° e 6° ano),-1,EM Etelvina Delfim Simões,ALFA,7.2117,Ametista,ALFA E - G2/G3,9.0,Feminino,2022.0,Pública,9.0,8.5,3.77,5.625,7.9,8.2,7.5,0.0,8.01,5.0,Fase 1 (3° e 4° ano),-1.0,0.0,Y,8.0,Menina,2022.0,Escola Pública,Ametista,7.952,154.0,42.0,3.0,Promovido de Fase,Mantido na Fase atual,7.5,8.3,7.5,Não atendido,9.1,9.1,9.1,0.0,Não,Não,8.25,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.219999999999994
700,1G,7.005745455,Ametista,1G,11,Feminino,2022,Pública,8.5,9.6,5.6,7.3,5.3,5.0,5.5,0.0,7.0,5.0,Fase 2 (5° e 6° ano),-1,EM Maria Ignez Concelles Irma Ines,ALFA,8.2852,Topázio,ALFA J - G2/G3,9.0,Feminino,2022.0,Pública,9.5,9.7,7.52,6.25,7.8,7.5,8.0,0.0,9.84,5.0,Fase 1 (3° e 4° ano),-1.0,0.0,F,9.0,Menina,2022.0,Escola Pública,Ametista,7.738,224.0,60.0,2.0,Promovido de Fase,Mantido na Fase atual,9.0,8.7,7.5,Não atendido,9.2,9.2,9.2,0.0,Não,Não,7.083,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.914000000000003
1416,1G,7.37550303,Ametista,1G,12,Feminino,2024,Pública,8.5,8.3,7.5,7.9,7.8,6.5,9.0,0.0,6.4,5.0,Fase 2 (5° e 6° ano),-1,EE Loris Nassif Mattar Profa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1G,5.455245455,Quartzo,1G,12,Masculino,2023,Pública,8.0,4.8,7.5,6.0,4.5,5.0,4.0,0.0,4.7,5.0,Fase 3 (7° e 8° ano),-2,EE Leonice de Aquino Oliveira,ALFA,5.59545,Quartzo,ALFA G - G2/G3,11.0,Masculino,2023.0,Pública,9.0,6.7,2.52,5.3125,3.4,3.7,3.0,0.0,7.01,5.0,Fase 2 (5° e 6° ano),-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,1G,8.581790909,Topázio,1G,9,Feminino,2022,Pública,8.0,9.3,7.5,9.0,8.0,8.0,8.0,0.0,8.3,10.0,Fase 1 (3° e 4° ano),0,EM Maria Ignez Concelles Irma Ines,ALFA,8.6042,Topázio,ALFA J - G2/G3,8.0,Feminino,2022.0,Pública,8.0,9.2,7.52,7.5,7.3,6.8,7.8,0.0,10.01,10.0,ALFA (1° e 2° ano),0.0,0.0,Z,7.0,Menina,2022.0,Escola Pública,Topázio,8.325,58.0,15.0,4.0,Promovido de Fase,Mantido na Fase atual,8.5,8.7,7.5,Não atendido,8.9,9.4,8.4,0.0,Não,Não,8.25,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.549999999999986
860,1G,8.773866667,Topázio,1G,9,Masculino,2022,Pública,9.0,9.8,7.5,8.8,8.5,8.0,9.0,0.0,7.9,10.0,Fase 1 (3° e 4° ano),0,EM Maria Ignez Concelles Irma Ines,ALFA,8.2372,Topázio,ALFA G - G2/G3,8.0,Masculino,2022.0,Pública,7.0,9.8,6.89,7.5,7.4,7.2,7.5,0.0,8.34,10.0,ALFA (1° e 2° ano),0.0,0.0,Z,7.0,Menino,2022.0,Escola Pública,Topázio,8.136,104.0,29.0,6.0,Mantido na Fase atual,Mantido na Fase atual,9.5,8.5,7.5,Não atendido,8.1,8.9,7.2,0.0,Não,Não,7.75,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.659999999999987
727,1G,8.44700303,Topázio,1G,10,Masculino,2022,Pública,10.0,8.5,6.3,8.1,8.5,10.0,7.0,0.0,8.1,10.0,Fase 1 (3° e 4° ano),0,EE Dom Pedro Villas Boas de Souza,ALFA,7.6802,Ametista,ALFA G - G2/G3,9.0,Masculino,2022.0,Pública,9.5,8.8,2.52,7.5,8.0,8.3,7.7,0.0,9.34,5.0,Fase 1 (3° e 4° ano),-1.0,0.0,H,8.0,Menino,2022.0,Escola Pública,Ametista,7.736,225.0,61.0,3.0,Promovido de Fase,Mantido na Fase atual,9.0,7.7,8.1,Não atendido,8.4,9.3,7.4,0.0,Não,Não,6.75,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.559999999999991
1417,1G,7.743624242,Ametista,1G,10,Masculino,2024,Pública,9.0,9.3,7.5,6.3,9.0,10.0,8.0,0.0,6.5,5.0,Fase 2 (5° e 6° ano),-1,EE Dom Pedro Villas Boas de Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,1G,8.116381818,Topázio,1G,9,Masculino,2023,Pública,8.5,8.7,7.5,7.9,7.5,9.0,6.0,0.0,7.4,10.0,Fase 1 (3° e 4° ano),0,EM Etelvina Delfim Simões,ALFA,7.801,Ametista,ALFA F - G0/G1,8.0,Masculino,2023.0,Pública,0.0,8.8,7.52,8.75,8.9,8.8,9.0,0.0,8.17,10.0,ALFA (1° e 2° ano),0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,1G,8.591290909,Topázio,1G,10,Masculino,2022,Pública,9.5,9.3,7.5,8.3,8.0,7.0,9.0,0.0,7.9,10.0,Fase 1 (3° e 4° ano),0,EM Maria Ignez Concelles Irma Ines,ALFA,7.7862,Ametista,ALFA G - G2/G3,9.0,Masculino,2022.0,Pública,9.5,9.0,4.38,7.5,8.2,8.3,8.0,0.0,8.59,5.0,Fase 1 (3° e 4° ano),-1.0,0.0,V,8.0,Menino,2022.0,Escola Pública,Ametista,7.875,178.0,48.0,2.0,Promovido de Fase,Mantido na Fase atual,9.0,8.2,7.5,Não atendido,7.8,9.6,5.9,0.0,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.249999999999999
926,1G,7.783078788,Ametista,1G,10,Feminino,2023,Pública,9.0,9.8,7.5,8.3,7.0,7.0,7.0,0.0,7.2,5.0,Fase 2 (5° e 6° ano),-1,EM Maria Ignez Concelles Irma Ines,ALFA,7.7792,Ametista,ALFA J - G2/G3,9.0,Feminino,2023.0,Pública,9.0,10.0,3.77,7.5,6.8,6.5,7.0,0.0,9.51,5.0,Fase 1 (3° e 4° ano),-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,1G,7.735290909,Ametista,1G,11,Masculino,2024,Pública,8.5,9.1,7.5,7.9,8.3,8.5,8.0,0.0,6.8,5.0,Fase 2 (5° e 6° ano),-1,EM Pedro Antonio de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,1G,7.992169697,Ametista,1G,10,Feminino,2023,Pública,8.0,9.3,7.5,8.3,6.5,7.0,6.0,0.0,7.2,10.0,Fase 1 (3° e 4° ano),0,EM Maria Ignez Concelles Irma Ines,ALFA,7.5982,Ametista,ALFA J - G2/G3,9.0,Feminino,2023.0,Pública,9.0,9.7,3.77,7.5,6.4,7.0,5.8,0.0,9.255,5.0,Fase 1 (3° e 4° ano),-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1H,4.211813834,Quartzo,1H,11,Feminino,2021,Pública,7.9,4.0,6.3,6.0,0.0,0.0,0.0,0.0,4.5,5.0,Fase 2 (5° e 6° ano),-1,EM Etelvina Delfim Simões,ALFA,6.5623,Agata,ALFA J - G2/G3,10.0,Feminino,2021.0,Pública,7.9,9.5,2.52,5.625,6.4,6.0,6.7,0.0,6.43,5.0,Fase 2 (5° e 6° ano),-2.0,0.0,A,9.0,Menina,2021.0,Escola Pública,Ametista,7.48,323.0,96.0,6.0,Mantido na Fase atual,Mantido na Fase atual,8.5,8.5,8.1,Não atendido,8.8,8.5,9.1,0.0,Não,Não,6.75,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.100000000000002
1043,1H,7.539847563,Ametista,1H,11,Masculino,2023,Pública,10.0,8.0,7.5,7.3,8.3,8.5,8.0,0.0,6.6,5.0,Fase 2 (5° e 6° ano),-1,EE João Ortiz Rodrigues,FASE 1,6.5447,Agata,1G,10.0,Masculino,2023.0,Pública,10.0,7.9,6.27,7.708333333,2.5,2.0,3.0,0.0,7.833333333,5.0,Fase 2 (5° e 6° ano),-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,1H,7.262698024,Ametista,1H,10,Feminino,2022,Pública,10.0,7.3,6.9,6.9,7.3,7.5,7.0,0.0,7.4,5.0,Fase 2 (5° e 6° ano),-1,EM Maria Ignez Concelles Irma Ines,FASE 1,8.123283333,Topázio,1F,9.0,Feminino,2022.0,Pública,8.0,9.3,7.52,8.4375,6.0,4.2,7.8,0.0,8.336666667,10.0,Fase 1 (3° e 4° ano),0.0,0.0,J,8.0,Menina,2022.0,Escola Pública,Ametista,7.227,417.0,124.0,6.0,Mantido na Fase atual,Mantido na Fase atual,8.5,8.1,5.6,Sem limitações,5.7,7.7,3.7,0.0,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.569999999999995
1419,1H,8.7537,Topázio,1H,10,Feminino,2024,Pública,8.5,10.0,7.5,9.0,7.5,6.0,9.0,0.0,8.8,10.0,Fase 1 (3° e 4° ano),0,EM Pedro Antonio de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,1H,6.812115679,Agata,1H,12,Masculino,2022,Pública,7.5,8.6,5.6,6.5,6.5,6.0,7.0,0.0,6.6,5.0,Fase 2 (5° e 6° ano),-1,EE João Ortiz Rodrigues,ALFA,6.8297,Agata,ALFA J - G2/G3,11.0,Masculino,2022.0,Pública,10.0,9.9,3.14,5.625,6.1,6.5,5.7,0.0,6.265,5.0,Fase 2 (5° e 6° ano),-2.0,0.0,F,10.0,Menino,2022.0,Escola Pública,Ágata,6.741,572.0,160.0,7.0,Mantido na Fase atual,Mantido na Fase atual,9.0,8.6,5.0,Não atendido,7.2,7.7,6.6,0.0,Não,Não,6.583,5.0,Fase 2 (5º e 6º ano),-2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.643999999999994
705,1H,5.294247619,Quartzo,1H,12,Masculino,2022,Pública,9.0,6.4,5.0,5.6,3.5,2.0,5.0,0.0,4.2,5.0,Fase 2 (5° e 6° ano),-1,EE João Ortiz Rodrigues,ALFA,6.982,Agata,ALFA V - G0/G1,10.0,Masculino,2022.0,Pública,0.0,8.3,6.89,7.5,8.8,8.9,8.6,0.0,8.165,5.0,Fase 2 (5° e 6° ano),-2.0,0.0,F,10.0,Menino,2022.0,Escola Pública,Ágata,6.634,614.0,168.0,8.0,Mantido na Fase atual,Mantido na Fase atual,9.5,6.2,7.5,Não atendido,7.1,7.0,7.2,0.0,Não,Não,6.333,5.0,Fase 2 (5º e 6º ano),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.073999999999998
822,1H,5.264567852,Quartzo,1H,12,Masculino,2022,Pública,0.0,4.6,5.0,6.7,6.8,7.5,6.0,0.0,6.6,5.0,Fase 3 (7° e 8° ano),-2,EE João Ortiz Rodrigues,ALFA,6.4497,Agata,ALFA I - G2/G3,11.0,Masculino,2022.0,Pública,8.5,8.4,2.52,5.625,7.1,8.0,6.2,0.0,5.925,5.0,Fase 2 (5° e 6° ano),-2.0,0.0,T,10.0,Menino,2022.0,Escola Pública,Ágata,6.922,521.0,148.0,3.0,Mantido na Fase atual,Mantido na Fase atual,8.0,8.4,7.5,Não atendido,6.1,6.5,5.7,0.0,Não,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.553999999999994
740,1H,8.161100527,Topázio,1H,11,Feminino,2022,Privada,9.0,9.6,7.5,8.5,8.0,8.0,8.0,0.0,8.2,5.0,Fase 2 (5° e 6° ano),-1,Escola João Paulo II,ALFA,7.2845,Ametista,ALFA G - G2/G3,10.0,Feminino,2022.0,Privada,0.0,8.7,7.52,6.875,9.1,9.0,9.2,0.0,8.925,5.0,Fase 2 (5° e 6° ano),-2.0,0.0,J,9.0,Menina,2022.0,Escola Pública,Ametista,7.218,420.0,125.0,7.0,Mantido na Fase atual,Mantido na Fase atual,8.5,9.0,5.6,Sem limitações,7.2,7.3,7.0,0.0,Não,Não,7.5,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.679999999999996
741,1H,5.079588537,Quartzo,1H,12,Feminino,2022,Pública,8.4,5.3,5.0,5.8,3.8,3.5,4.0,0.0,4.2,5.0,Fase 2 (5° e 6° ano),-1,EE João Ortiz Rodrigues,ALFA,6.2707,Agata,ALFA J - G2/G3,11.0,Feminino,2022.0,Pública,9.5,6.9,4.39,5.625,5.1,4.2,6.0,0.0,7.095,5.0,Fase 2 (5° e 6° ano),-2.0,0.0,J,10.0,Menina,2022.0,Escola Pública,Ágata,6.896,526.0,150.0,10.0,Mantido na Fase atual,Mantido na Fase atual,9.5,8.4,5.6,Sem limitações,6.3,7.3,5.2,0.0,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.625999999999997
1420,1H,5.6558,Quartzo,1H,12,Masculino,2024,Pública,7.9,5.5,6.3,6.5,4.5,5.0,4.0,0.0,5.4,5.0,Fase 3 (7° e 8° ano),-2,EE Olivia de Faria Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1H,6.833780896,Agata,1H,12,Feminino,2022,Pública,7.4,8.0,7.5,6.9,6.0,6.0,6.0,0.0,6.8,5.0,Fase 2 (5° e 6° ano),-1,EE João Ortiz Rodrigues,ALFA,6.6927,Agata,ALFA G - G2/G3,11.0,Feminino,2022.0,Pública,10.0,7.9,7.52,5.625,4.9,5.5,4.3,0.0,6.59,5.0,Fase 2 (5° e 6° ano),-2.0,0.0,F,10.0,Menina,2022.0,Escola Pública,Quartzo,5.313,801.0,186.0,10.0,Mantido na Fase atual,Mantido na Fase atual,9.5,3.5,7.5,Não atendido,2.3,2.3,2.3,0.0,Não,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.363999999999993
1421,1H,7.126922222,Ametista,1H,11,Masculino,2024,Pública,9.0,6.8,7.5,6.9,7.5,8.0,7.0,0.0,7.2,5.0,Fase 2 (5° e 6° ano),-1,EM Pedro Antonio de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,1J,7.0132,Ametista,1J,11,Feminino,2024,Pública,9.5,7.5,7.5,8.1,4.8,0.0,9.5,0.0,7.7,5.0,Fase 2 (5° e 6° ano),-1,EE João Ortiz Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,1J,6.40345,Agata,1J,11,Masculino,2024,Pública,8.5,5.3,7.5,7.8,5.8,4.0,7.5,0.0,6.5,5.0,Fase 2 (5° e 6° ano),-1,EE João Ortiz Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,1J,8.808825,Topázio,1J,10,Feminino,2022,Pública,10.0,10.0,7.5,8.9,9.3,9.0,9.5,0.0,9.1,5.0,Fase 2 (5° e 6° ano),-1,EM Pedro Antonio de Almeida,FASE 1,8.3342,Topázio,1G,9.0,Feminino,2022.0,Pública,10.0,8.7,7.52,8.333333333,6.2,4.3,8.0,0.0,8.893333333,10.0,Fase 1 (3° e 4° ano),0.0,0.0,J,9.0,Menina,2022.0,Escola Pública,Ágata,6.684,594.0,163.0,13.0,Mantido na Fase atual,Mantido na Fase atual,9.5,8.5,5.6,Sem limitações,5.1,6.0,4.2,0.0,Não,Não,6.917,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.705999999999993
836,1J,6.023453788,Agata,1J,11,Masculino,2022,Pública,9.5,6.4,7.5,7.3,2.8,5.5,0.0,0.0,6.3,5.0,Fase 2 (5° e 6° ano),-1,EE João Ortiz Rodrigues,ALFA,7.6417,Ametista,ALFA G - G2/G3,10.0,Masculino,2022.0,Pública,9.5,9.6,6.27,6.875,6.7,6.7,6.7,0.0,8.085,5.0,Fase 2 (5° e 6° ano),-2.0,0.0,V,9.0,Menino,2022.0,Escola Pública,Ametista,7.665,250.0,68.0,3.0,Promovido de Fase,Mantido na Fase atual,8.5,8.3,7.5,Não atendido,9.2,9.0,9.3,0.0,Não,Não,7.583,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.483999999999997
1424,1J,7.554338889,Ametista,1J,12,Feminino,2024,Pública,9.0,8.9,7.5,7.8,7.3,7.5,7.0,0.0,6.9,5.0,Fase 2 (5° e 6° ano),-1,EE João Ortiz Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,1J,6.82909881,Agata,1J,12,Masculino,2024,Pública,9.0,6.8,7.5,7.3,7.0,6.0,8.0,0.0,5.9,5.0,Fase 2 (5° e 6° ano),-1,EE João Ortiz Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,1J,5.836747619,Quartzo,1J,11,Feminino,2023,Pública,9.5,5.8,7.5,7.5,2.8,5.5,0.0,0.0,5.8,5.0,Fase 2 (5° e 6° ano),-1,EE Leonice de Aquino Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1J,6.237294368,Agata,1J,11,Masculino,2022,Pública,9.0,5.5,7.5,6.7,5.8,5.5,6.0,0.0,5.8,5.0,Fase 2 (5° e 6° ano),-1,EE João Ortiz Rodrigues,FASE 1,6.813366667,Agata,1G,10.0,Masculino,2022.0,Pública,9.0,8.7,3.77,6.875,5.6,5.0,6.2,0.0,7.443333333,5.0,Fase 2 (5° e 6° ano),-1.0,0.0,G,9.0,Menino,2022.0,Escola Pública,Ágata,6.525,641.0,171.0,10.0,Mantido na Fase atual,Mantido na Fase atual,8.9,8.1,7.5,Não atendido,6.7,7.3,6.0,0.0,Não,Não,5.417,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.4160000000000035
1049,1J,6.821885606,Agata,1J,11,Masculino,2023,Pública,9.5,8.0,7.5,7.7,4.5,4.0,5.0,0.0,6.7,5.0,Fase 2 (5° e 6° ano),-1,EE João Ortiz Rodrigues,FASE 1,7.443366667,Ametista,1H,10.0,Masculino,2023.0,Pública,10.0,7.7,7.52,8.125,6.3,5.5,7.0,0.0,7.943333333,5.0,Fase 2 (5° e 6° ano),-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,1J,8.425325,Topázio,1J,11,Feminino,2024,Pública,9.5,10.0,7.5,8.9,8.0,6.5,9.5,0.0,8.7,5.0,Fase 2 (5° e 6° ano),-1,EM Maria Ignez Concelles Irma Ines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,1J,7.744032576,Ametista,1J,10,Masculino,2023,Pública,5.8,9.1,6.3,8.6,8.3,8.5,8.0,0.0,8.5,5.0,Fase 2 (5° e 6° ano),-1,EM Maria Ignez Concelles Irma Ines,FASE 1,6.960333333,Agata,1H,9.0,Masculino,2023.0,Pública,0.0,9.0,7.52,7.916666667,5.3,5.0,5.5,0.0,7.833333333,10.0,Fase 1 (3° e 4° ano),0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
